,name,host_id,host_name,property_type,room_type,bedrooms,beds,bathrooms,bathrooms_text,accommodates,description,price,neighbourhood_cleansed,latitude,longitude,number_of_reviews,last_review,minimum_nights,availability_365,review_scores_rating
11961,"Providencia,Views,Safe,Great Location,Non Smoking",17564347,Maria,Entire rental unit,Entire home/apt,2.0,2.0,2.0,2 baths,3,"I love this apartment .Only Non smokers may apply. It is spacious, uncluttered and tidy. Plenty of sunshine and  great balcony views.Comfy Mattress and clean pillows.Classy leather sofa and puff foot rests after a long day of walking. Artwork by Chilean artist. Wonderful Doormen. Perfect location.Unlike other apts. this is not just a rental, it is my home, and I care for it as such. I don't rent it continuously. Two Energy Efficient Cool Air /Heating Wall units in master and living room.","$120,066.50",Providencia,-33.42736,-70.61722,79,2025-12-10,2.0,135,4.94
11962,"Costanera Center, Metro, Terraza",242817267,Lucas,Entire rental unit,Entire home/apt,2.0,5.0,1.5,1.5 baths,5,"Enjoy a spacious and remodeled apartment in an unbeatable location. Just 10 minutes from Tobalaba station and Costanera Center, with easy access to public transportation, supermarkets, and Santiago's best restaurants. In front of the Intercontinental Hotel and close to Isidora Goyenechea, offices, and shopping malls.<br /><br />Ideal for families, groups, or business trips. Fast WiFi, Smart TV, equipped kitchen, balcony with view.","$137,908.00",Las Condes,-33.412212200000006,-70.60329158095092,92,2026-06-06,2.0,328,4.83
11963,Maktvb Costanera: Hab. 01,285710244,Maktvb Hostales Boutique,Private room in hostel,Private room,1.0,1.0,1.0,1 private bath,3,"Modern house located less than 1 km from the Costanera and 800 meters from Cerro San Cristóbal. In the quietest and safest area of ​​Providencia, it has a large pool, Wi-Fi, barbecue grill, bedroom with private bathroom, double bed, 50"" Smart TV with Netflix and custom-made furniture. Shared full kitchen, living room gym, parking inside and outside the house, as well as a large closed terrace ideal for sharing, watching movies and games.","$60,000.00",Providencia,-33.41252,-70.60957,0,,1.0,298,
11964,Increíble departamento piso 34 en Distrito de Lujo,195718939,Fernanda,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Deluxe apartment on the 34th floor of the tallest residential tower in Latin America located in Las Condes, decorated in detail by an architect with a tremendous view of the city. It is a new apartment specially equipped as a luxury suite with everything you can imagine, fully equipped. The building is in the Kennedy sector with Manquehue next to the luxury district, parking, heated pool, sauna, jacuzzi, gym, meeting room, quincho and panoramic view and more!","$174,219.67",Las Condes,-33.398818531810605,-70.57086874095137,18,2026-03-01,3.0,346,4.78
11965,Departamento en Valle Nevado a pasos de las pistas,214324300,Karolina,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Spectacular apartment in Valle Nevado! It has one bedroom and one bathroom. It also has a futon, which becomes a double bed. The apartment is 100 meters from the Hotel's ski slopes, shops and restaurants. Large terrace with a great mountain view. Two 43-inch LCDs each! Fully equipped kitchen. Private underground  and public parking on the surface, baby crib, washer, dryer, walk-in closet.","$479,294.50",Lo Barnechea,-33.355819858441606,-70.24993667934478,60,2025-09-06,2.0,126,4.87
11966,Oasis en el corazón de Providencia,57053657,Leticia Carola,Entire rental unit,Entire home/apt,2.0,2.0,2.0,2 baths,3,"🌟 Oasis in Providencia<br />Safe neighborhood · Exclusive patio with hammock · A/C · Private parking.<br />Wake up in the heart of Providencia under a peach tree, rest, have a coffee or read quietly within walking distance of everything.<br /><br />🌳First-floor apartment with A/C in the living room, heating in the bedrooms, and direct parking. <br />🚇 Within walking distance of Manuel Montt/Salvador Metro, Costanera Mall, Barrio Italia, Cerro San Cristóbal, FALP and services.<br /><br />Escape the taco and walk around Providencia and live like a local!","$85,595.00",Providencia,-33.43350709751636,-70.61923943459989,37,2026-06-15,2.0,333,4.95
11967,Centro Histórico de Santiago - Central y Conectado,717637524,Rosa,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,5,Close to all the great attractions in the city of Santiago.<br />Perfect location! Great connectivity to historical places of interest. Ideal for tourists. Includes amenities for your stay.<br /><br />Perfect Location! in Downtown Santiago – Near Top Attractions<br />Explore Historic Santiago - Amenities & Great Access<br />Modern Stay in Downtown Santiago,"$53,064.50",Santiago,-33.4445765,-70.6602537,15,2026-06-29,2.0,0,5.0
11968,Hermoso condominio Manuel Montt,667910,Roxana,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Cozy 1-bedroom apartment in the heart of Providencia, steps from the metro station. Surrounded by restaurants, cafes, supermarkets and banks, you'll have everything you need at your fingertips. The apartment is fully furnished with a comfortable bed, private bathroom and equipped kitchen. Ideal for those looking for comfort and a convenient location to explore the city. Perfect for your stay in Santiago!","$62,765.00",Providencia,-33.4287876,-70.6187099,2,2025-03-03,1.0,349,3.0
11969,Capsule central Room,599445061,Francisca Constanza,Private room in rental unit,Private room,,1.0,1.0,1 shared bath,1,"The most affordable and central room in Santiago!<br />At MichiHouse, we have a capsule room, with a closed closet but no walls or doors.<br />ℹ️ 5 cats at home ℹ️<br />- Location -<br />📍Baquedano Metro Station.<br />🔝Barrio Lastarrias . 10 min 👣<br />🔝Barrio Italia. 25 min 👣. 15 min by 🚈<br />🔝Costanera Center/Sky Costanera 15 min 🚈<br />➡️20-25 min by metro to the bus terminal.<br />➡️30 min by car to the airport.✈️<br />A neighborhood with a cafe, convenience stores, restaurants, & parks.<br />Any questions, please let me know 😊!","$14,835.00",Santiago,-33.43829428565163,-70.63579604029655,107,2026-03-10,1.0,5,4.93
11970,confort y localizacion el barrio el Golf,15395093,Alfonso,Private room in rental unit,Private room,2.0,4.0,2.0,2 baths,4,"In the heart of the El Golf neighborhood, the privileged sector of Santiago, (Isidora Goyenechea- Parque Bicentenario)  you will find supermarket, shopping, shopping, shopping, banks, foreign exchange houses, restaurants; in a quiet, safe and welcoming environment and direct access to the fast roads of the city.  With modern furnishings, TV., music equipment, internet, internet, kitchen and home artifacts.<br /><br />1 underground parking,  swimming pool and surveillance 24 hours a day, with parking for visitors inside the building.","$112,529.25",Las Condes,-33.412,-70.603,12,2023-04-22,4.0,304,5.0
11971,Estudio Climatizado | A pasos de Metro Santa Lucía,441725826,Javiera,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Experience Santiago from the heart of the city. Enjoy a comfortable and modern stay in the heart of the city, with everything you need to feel at home. <br /><br />🏙 Prime location: steps from the subway, Providencia and tourist attractions. <br /><br />☀️ Bright and cozy space, with functional design. <br /><br />📶 Fast WiFi, desk and air conditioning, ideal for home office. <br /><br />🚨 24/7 secure building. Perfect for tourists, business trips, or getaways.<br /><br /> Book and experience Santiago!","$54,431.00",Santiago,-33.44807627950267,-70.64467180520296,39,2026-06-27,1.0,300,4.97
11972,Espectacular Yurt Farellones,75030886,Rodrigo,Yurt,Entire home/apt,1.0,3.0,1.0,1 bath,4,"Yurt Main street of Farellones, spectacular view, very nice and spacious common space.<br />Double bed and 2 beds and 2 trundle beds, Bosca, stoves and floor heating. 1 Bathroom<br />Outdoor Terrace","$245,353.00",Lo Barnechea,-33.35023974734044,-70.31328722834587,22,2026-06-29,3.0,326,4.82
11973,Precioso departamento San Miguel,154203019,Juan,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,4,"Prime location: Just one and a half blocks from: EL LLANO METRO station, near MOVISTAR ARENA (10 minutes by car), smooth connection to public transport and highway. We are half a block from Portal El Llano Mall, (Jumbo supermarket, restaurant, food court, various commercial and retail stores), El Llano park, police station, restaurants, pizzerias.<br />Cozy, spacious apartment, Wi-Fi connection and parking.","$66,627.00",San Miguel,-33.4848781,-70.6506187,75,2026-06-29,1.0,63,4.95
11974,19 Wonderful Apartment in Providencia,289008854,Sebastian,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"We have air conditioning!!!<br /><br />Stay in a safe and comfortable place for the new year, very close to one of the most important pyrotechnic shows in the country, Torre Entel.<br /><br />Beautiful apartment with a pool and an excellent location, close to Salvador Metro station and bus stops. <br />Explore parks, downtown Santiago, Costanera Center, Cerro San Cristóbal, Parque Forestal and Barrio Bellavista. Book now and experience the Chilean celebration in the heart of the capital!!","$71,552.00",Providencia,-33.4353565,-70.62760469999999,98,2026-06-23,1.0,354,4.74
11975,Parque Arauco 2D/2B Parking Piscina WiFi (5 pers),152758429,Paula,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,5,"Comfort in Las Condes: 2D/2B 🏙️💎<br />Stay steps away from Parque Arauco, Open Kennedy, and Clínica Alemana. Safe neighborhood, ideal for 5 people, in the best location in Santiago.<br />• 🛏️ Beds: Master king, second double, and sofa bed.<br />• 🚗 Bonus: Free underground parking included.<br />• 🏢 Amenities: Fully equipped kitchen, Wi-Fi, cable TV, and elevator.<br />• 🌳 Surroundings: Opposite Parque Araucano and supermarkets.<br />The perfect base for your shopping, work, or family trip! ✨","$140,000.00",Las Condes,-33.39829,-70.57107,24,2026-04-06,2.0,344,4.67
11976,Departamento 2D/2B + terraza con hermosa vista / E,11707327,Francisca,Entire serviced apartment,Entire home/apt,2.0,3.0,2.0,2 baths,4,"This place has a strategic location, located steps from the subway, from where you can connect with other areas of the city very easily, with access to nearby squares and parks and very good restaurants, the apartment is very well equipped with a very cozy dream terrace and a magical sunset, you have access to pool and common areas with prior reservation. <br />Blocks from the ñuñoa plaza gastronomic area, <br />Close to the best cultural neighborhoods in Santiago and I can certainly guide you","$77,730.50",Ñuñoa,-33.45648,-70.58333,9,2026-04-07,2.0,332,4.89
11977,Hermoso Departamento I,57684097,Paula,Entire condo,Entire home/apt,1.0,4.0,1.0,1 bath,4,"1 bedroom apartment with 1 bathroom and a bunk bed for 2 people. Close to Santa Lucia metro, supermarkets and shopping centers.  Close to the tourist neighborhoods of Bellavista and Lastarria. Close to Hospital Clínico U. Catholic and Posta Central. Wi-Fi, cable TV, towels. Pool subject to change and availability (Tuesday to Friday) and must be booked in advance. The Quincho, Event Room and Laundry have an additional price. We have a smart lock that allows autonomous entry 988","$41,082.50",Santiago,-33.44818,-70.64456,195,2026-05-25,1.0,222,4.71
11978,"El Colorado, Farellones Ski / Monteblanco",93324839,Viviana,Entire rental unit,Entire home/apt,2.0,5.0,2.0,2 baths,6,"Cozy and bright apartment in the center of Ski El Colorado, 40 minutes from Santiago.<br />It has direct access to the ski slopes.<br />It has 2 bedrooms, the main one with a double bed and the other with 2 bunk beds for 4 people<br />Living room with 2 futons as extra beds<br />Kitchen for everyday cooking <br />SMALL BATHROOMS WITH SMALL SHOWERS<br />TV with cable and Netflix<br />Free Wifi<br />Heating<br />The building has a common living room with a fireplace, heated pool (with schedule) and children's playroom","$319,529.67",Lo Barnechea,-33.34716,-70.2903,51,2025-09-18,1.0,77,4.96
11979,Tú Rincon en Santiago.,598269778,Keyla,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy the simplicity of this quiet, centrally located place to stay, offering a bright and fully equipped space: bed, kitchenette, fast Wi-Fi, and Smart TV. Within walking distance of good restaurants and museums, 4 blocks from the Universidad de Chile metro station (L1), and 3 blocks from the Parque Almagro metro station (L3). Perfect for vacations and business travelers looking for convenience and an unbeatable location.<br /><br />Pool available (December to March)<br /><br /> Your urban experience starts here!","$31,487.50",Santiago,-33.4497713529726,-70.64759793204358,11,2026-06-30,2.0,1,5.0
11980,Departamento renta diaria,674833879,Brayan Gualteros,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Quiet place located in Lord Cochrane #136, 24th floor, clear view of the city, steps from the La Moneda Palace. <br />CENTRAL AREA/close to metro stations, restaurants & pharmacies.","$51,353.00",Santiago,-33.44832945476187,-70.65436698496342,0,,1.0,90,
11981,Santiago Centro | 2D/2B + Parking +  Gym,214657643,Miriangela,Entire rental unit,Entire home/apt,2.0,3.0,1.0,1 bath,5,"Enjoy Centro Histórico in a modern and fully equipped apartment. Ideal for relaxing, working or enjoying a comfortable stay. It has 2 bedrooms and 2 bathrooms, a sofa bed, a terrace, parking, air conditioning and a digital lock for 24/7 check-in.<br /><br />An excellent alternative for those who want to explore Santiago and stay in a central location that is very well connected and offers good value for the price. Your family will be close to everything when you stay at this accommodation.","$84,447.00",Santiago,-33.4472607,-70.6448527,2,2026-06-29,1.0,313,5.0
11982,Parque Arauco 2D/2B Parking Piscina WiFi (5 pers),430431251,Eliana,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,5,"Las Condes: Comfort and Location (2B/2B) 🏙️💎<br />Stay in the safest neighborhood in Santiago, within walking distance of Parque Arauco, Open Kennedy, and Clínica Alemana. Ideal for families or groups up to 5 people.<br />• 🛏️ Beds: Master king-size bed, double bed, and sofa bed.<br />• 🚗 Bonus: Free underground parking included.<br />• 🏥 Convenient location: Clínica Alemana and supermarkets are just a few steps away.<br />• 💻 Amenities: Wi-Fi, cable TV, fully equipped kitchen, and elevator.<br />The perfect base for your shopping, wellness, or business trip! ✨","$156,912.00",Las Condes,-33.39854,-70.57088,1,2025-03-24,2.0,336,5.0
